Name,Address,City,Country,Latitude,Longitude
Rituals Ansbach Brücken Center,Residenzstraße 2-6,Ansbach,Germany,49.305878449999994,10.568303144855463
Rituals Köln Ehrenstraße,Ehrenstraße 43-45,Köln,Germany,50.9384805,6.9436531
Rituals Braunschweig Schloß Arkaden,Platz am Ritterbrunnen 1,Braunschweig,Germany,52.2633231,10.527401211563532
Rituals Detmold,Lange Straße 34,Detmold,Germany,51.934649,8.878702327187545
Rituals Plauen Stadt Galerie,Postplatz 1,Plauen,Germany,50.4962966,12.135988
Rituals Kleve,Große Straße 63,Kleve,Germany,51.7871474,6.1381768
Rituals Dresden Altmarkt Galerie,Webergasse 1,Dresden,Germany,51.04931795,13.735567985226421
Rituals Lüneburg Große Bäckerstraße,Große Bäckerstraße 8a,Lüneburg,Germany,53.249024,10.4087012
Rituals Euskirchen,Neustraße 27,Euskirchen,Germany,50.660656849999995,6.789417508747464
Rituals Wiesbaden Kirchgasse,Kirchgasse 36,Wiesbaden,Germany,50.0778367,8.2382929
Rituals Darmstadt Luisencenter,Luisenplatz 5,Darmstadt,Germany,49.87180515,8.65156857186502
Rituals Hamburg Elbe,Osdorfer Landstrasse 131-135,Hamburg,Germany,53.5705827,9.8636225
Rituals München Riem,Willy Brandt Platz 5,München,Germany,48.132161,11.6918286
Rituals Straubing Ludwigsplatz,Ludwigsplatz 35,Straubing,Germany,48.882284549999994,12.572507442719747
Rituals Erlangen Arcaden,Nürnberger Straße 7,Erlangen,Germany,49.5924385,11.004624889264639
Rituals Berlin Leipziger Platz (Mall of Berlin),Leipziger Platz 12,Berlin,Germany,52.5105194,13.3799967
Rituals Koblenz Löhr Center,Hohenfelder Straße 22,Koblenz,Germany,50.3591382,7.5909101
Rituals Mülheim Rhein Ruhr Centrum,Humboldtring 13,Mülheim,Germany,51.4378011,6.9552502
Rituals Duisburg Forum,Königstraße 48,Duisburg,Germany,51.4508122,6.71596
Rituals Remscheid Allee Center,Theodor-Heuss-Platz 7,Remscheid,Germany,51.182347699999994,7.187424463454814
Rituals München Pasing,Pasinger Bahnhofsplatz 5,München,Germany,48.1478198,11.465213590665195
Rituals Berlin Friedrichstraße,Friedrichstraße 149,Berlin,Germany,52.5189416,13.388242
Rituals Berlin Wildau,Chausseestraße 1,Wildau,Germany,52.3141361,13.6118663
Rituals Singen Cano,Bahnhofstrasse 29,Singen Hohentwiel,Germany,47.7601733,8.841501
Rituals Villingen-Schwenningen,Rietstraße 3,Villingen-Schwenningen,Germany,48.05949885,8.459533416846199
Rituals Hamm Allee Center,Richard-Matthaei-Platz 1,Hamm,Germany,51.6820194,7.81353657271975
Rituals Aalen Kubus,Marktplatz 26,Aalen,Germany,48.8362434,10.0920995
Rituals Köln Rhein-Center,Aachenerstraße 1253,Köln,Germany,50.9379663,6.8356055
Rituals Celle,Zöllnerstraße 5,Celle,Germany,52.6243878,10.0829555
Rituals Hamburg Europa Passage,Ballindamm 40,Hamburg,Germany,53.5514697,9.996323175748685
Rituals Münster,Ludgeristraße 24,Münster,Germany,51.95947135,7.627713989913396
Rituals Giessen,Seltersweg 44,Giessen,Germany,50.5835153,8.672278
Rituals Oberhausen Centro,Centroallee 124/125,Oberhausen,Germany,51.4913965,6.8836072
Rituals Bergisch Gladbach,Hauptstraße 141 - 143,Bergisch Gladbach,Germany,50.9859275,7.12095
Rituals Neunkirchen Saar Park,Stummstraße 1,Neunkirchen,Germany,49.3471009,7.1749292
Rituals Limburg,Werner-Senger-Straße 4,Limburg,Germany,50.3862425,8.0626834
Rituals Garmisch-Partenkirchen,Chamonixstr. 1,Garmisch-Partenkirchen,Germany,47.4945416,11.0957621
Rituals Ludwigsburg Breuningerland,Heinkelstraße 1,Ludwigsburg,Germany,48.9215736,9.1523786
Rituals München OEZ,Hanauer Straße 68,München,Germany,48.1835227,11.5325993
Rituals Mannheim O3,O3 2-8,Mannheim,Germany,49.486643,8.468061854915735
Rituals Bielefeld Loom,Bahnhofstraße 28,Bielefeld,Germany,52.0250687,8.5333108
Rituals Leonberg Leo Center,Leonberger Straße 98-108,Leonberg,Germany,48.8055167,9.0386301
Rituals Düsseldorf Flinger Straße,Flinger Str. 34,Düsseldorf,Germany,51.2253798,6.7743185
Rituals Köln Schildergasse,Schildergasse 95-101,Köln,Germany,50.9364671,6.9489679
Rituals Ludwigshafen,Im Zollhof 4,Ludwigshafen,Germany,49.4859926,8.446918028566227
Rituals Dinslaken Neutor Galerie,Neutorplatz 14,Dinslaken,Germany,51.5624554,6.7398899
Rituals Karlsruhe Ettlinger Tor,Karl-Friedrich-Straße 26,Karlsruhe,Germany,49.006449,8.4034388
Rituals München Karlsplatz,Karlsplatz 10,München,Germany,48.1389082,11.566432595955888
Rituals Rosenheim,Münchener Strasse 6,Rosenheim,Germany,47.8548205,12.1253631
Rituals Greifswald Markt,Markt 30,Greifswald,Germany,54.0959159,13.379426819891505
Rituals Gera Arcaden,Heinrichstraße 30,Gera,Germany,50.8755562,12.0779216
Rituals Tübingen,Neckargasse 27,Tübingen,Germany,48.5196859,9.05766
Rituals München PEP,Thomas Dehler Strasse 10,München,Germany,48.101913,11.6447691
Rituals Dessau Rathaus Galerie,Kavalierstraße 49,Dessau,Germany,51.8338298,12.2446684
Rituals Rostock Kröpeliner Straße,Kröpeliner Straße 64,Rostock,Germany,54.08857664999999,12.133172866462418
Rituals Siegen,City Galerie Siegen,Siegen,Germany,50.87445245,8.015223594857346
Rituals Köln Hauptbahnhof,Trankgasse 11,Köln,Germany,50.9428854,6.9576234
Rituals Frankfurt am Main Zeil,Zeil 112-114,Frankfurt am Main,Germany,50.1142652,8.6806289
Rituals Ottersberg Posthausen Dodenhof,Posthausen 1,Ottersberg-Posthausen,Germany,53.0618303,9.1653477
Rituals Neumünster Designer Outlet,Oderstraße 10,Neumünster,Germany,54.0432328,9.97772662149908
Rituals Erfurt,Anger 60,Erfurt,Germany,50.9758706,11.0338324
Rituals Gummersbach,Steinmüllerallee 5,Gummersbach,Germany,51.024981749999995,7.566230231185495
Rituals Neu Ulm Glacis Galerie,Bahnhofstraße 1/3,Neu-Ulm,Germany,48.3945323,10.0051534
Rituals Arnsberg,Hauptstraße 21,Arnsberg,Germany,51.4512858,7.9643624
Rituals Berlin Alexa,Grunerstr.20,Berlin,Germany,52.51907225,13.416015406346249
Rituals Göppingen Agnes,Bleichstraße 29,Göppingen,Germany,48.701867,9.658026543576135
Rituals Esslingen,Berliner Straße 2-4,Esslingen,Germany,48.739847,9.302072148613728
Rituals Leipzig Grimmaische Straße,Grimmaische Straße 19,Leipzig,Germany,51.3397805,12.3781004
Rituals München Hauptbahnhof,Bayerstrasse 10a,München,Germany,48.1399659,11.55925
Rituals Rheine,Emsstraße 36,Rheine,Germany,52.2775582,7.4418479
Rituals Berlin Das Schloß,Schlossstraße 33-36,Berlin,Germany,52.4578154,13.3199258
Rituals Stade,Holzstraße 18,Stade,Germany,53.380550400000004,9.444458864674086
Rituals Mönchengladbach Minto,Hindenburgstraße 73,Mönchengladbach,Germany,51.1941978,6.4374746
Rituals Hannover EAG,Ernst-August-Platz 2,Hannover,Germany,52.377997050000005,9.73759857035219
Rituals Bremen Sögestraße,Sögestraße 37/39,Bremen,Germany,53.0778261,8.8079179
Rituals Wuppertal,Alte Freiheit 9,Wuppertal,Germany,51.2574641,7.15034584647736
Rituals Bonn,Marktbrücke 4,Bonn,Germany,50.735205,7.1014279
Rituals Solingen,Kölner Straße 99,Solingen,Germany,51.1718786,7.081406
Rituals Kaiserslautern,Fackelrondell 1,Kaiserslautern,Germany,49.44450605,7.766109211053991
Rituals Köln Neumarkt,Neumarkt 2-4,Köln,Germany,50.93703445,6.948446049075558
Rituals Essen Kettwiger Straße,Kettwiger Straße 43,Essen,Germany,51.45624755,7.012421461141585
Rituals Düsseldorf Schadow Arkaden,Schadowstraße 11,Düsseldorf,Germany,51.2248738,6.7819342
Rituals München Theatinerstraße,Theatinerstraße 29,München,Germany,48.1412561,11.5770192
Rituals Ratingen,Marktplatz 21,Ratingen,Germany,51.2970191,6.8496135
Rituals Paderborn,Westernstraße 16,Paderborn,Germany,51.7166769,8.7501916
Rituals Köln Arcaden,Kalker Hauptstraße 55,Köln,Germany,50.93867645,6.998330707044616
Rituals Offenburg,Hauptstraße 84-88,Offenburg,Germany,48.4675917,7.939301
Rituals Berlin Gesundbrunnen,Badstraße 4,Berlin,Germany,52.5499936,13.389524
Rituals Berlin Spandau,Klosterstraße 3,Berlin,Germany,52.5333159,13.1977213
Rituals Zweibrücken Fashion Outlet,Londoner Bogen 10-90,Zweibrücken,Germany,49.2306097,7.4061093
Rituals Sindelfingen Breuningerland,Tilsiter Straße 15,Sindelfingen,Germany,48.7042179,9.0307196
Rituals Dresden Elbe Park,Peschelstraße 33,Dresden,Germany,51.0845517,13.6955812
Rituals Dresden,Trompeterstraße 5,Dresden,Germany,51.0463039,13.7348516
Rituals Neuss Rheinpark-Center,Breslauer Straße 2,Neuss,Germany,51.2008512,6.7188503
Rituals Kempten,August-Fischer-Platz 1,Kempten,Germany,47.7206834,10.3152423
Rituals Stuttgart Königstrasse,Königstraße 46,Stuttgart,Germany,48.776044999999996,9.175687973885433
Rituals Stralsund,Ossenreyerstraße 27,Stralsund,Germany,54.3129029,13.0898621
Rituals Bremen Weserpark,Hans-Bredow-Straße 19,Bremen,Germany,53.0483931,8.9579695
Rituals Sylt-Westerland,Friedrichstraße 25,Sylt-Westerland,Germany,54.9075337,8.3024897
Rituals Minden,Bäckerstraße 9,Minden,Germany,52.2900366,8.9170467
Rituals Stuttgart Milaneo,Mailänder Platz 7,Stuttgart,Germany,48.7908969,9.1829287
Rituals Hagen Rathaus Galerie,Mittelstraße 22,Hagen,Germany,51.35753165,7.475100548123616
Rituals Krefeld,Hochstraße 82,Krefeld,Germany,51.3314239,6.5629075
Rituals Norderstedt Herold-Center,Berliner Allee 40,Norderstedt,Germany,53.6848941,9.986233
Rituals Fulda,Bahnhofstraße 7,Fulda,Germany,50.5528536,9.6799828
Rituals Kiel Sophienhof,Sophienblatt 20,Kiel,Germany,54.3170621,10.1315542
Rituals Neuss,Büchel 18,Neuss,Germany,51.1985851,6.6913864
Rituals Göttingen,Weenderstraße 51,Göttingen,Germany,51.5353072,9.9349527
Rituals Marburg 2M Mall,Universitätsstraße 8,Marburg,Germany,50.8062977,8.7693129
Rituals Velbert,Kolpingstraße 10,Velbert,Germany,51.3426233,7.046357
Rituals Hamburg Phoenixcenter,Hannoversche Straße 86,Hamburg,Germany,53.4562754,9.9866929
Rituals Kassel Obere Königsstraße,Obere Königsstraße 45,Kassel,Germany,51.3148005,9.4960381
Rituals Saarbrücken,Bahnhofstrasse 74,Saarbrücken,Germany,49.2369548,6.992615487098766
Rituals Amberg,Georgenstraße 9,Amberg,Germany,49.44493,11.8563896
Rituals Regensburg Donau Einkaufszentrum,Weichser Weg 5,Regensburg,Germany,49.0266027,12.1162529
Rituals Zwickau Arcaden,Innere Plauensche Straße 14,Zwickau,Germany,50.7196728,12.4947615
Rituals Karlsruhe,Kaiserstraße 209,Karlsruhe,Germany,49.0097467,8.396028961322934
Rituals Bielefeld Niedernstraße,Niedernstraße 18,Bielefeld,Germany,52.0220362,8.5319936
Rituals Chemnitz Galerie Roter Turm,Neumarkt 2,Chemnitz,Germany,50.8337853,12.92108705052077
Rituals Wertheim Village,Almosenberg,Wertheim,Germany,49.7706639,9.5881766
Rituals Moers,Steinstraße 18,Moers,Germany,51.4513082,6.627276846391398
Rituals Frankfurt NWZ,Limescorso 8,Frankfurt am Main,Germany,50.1576002,8.6327289
Rituals Osnabrück,Große Straße 45,Osnabrück,Germany,52.155811400000005,8.044199295156616
Rituals Augsburg City-Galerie,Willy-Brandt-Platz 1,Augsburg,Germany,48.365544299999996,10.907536928777755
Rituals Berlin Gropius Passagen,Johannisthaler Chaussee 317,Berlin,Germany,52.4294315,13.4548244
Rituals Cottbus BLECHEN carré,Karl-Liebknecht-Straße 136,Cottbus,Germany,51.7589136,14.3312606
Rituals Lübeck CITTI-PARK,Herrenholz 14,Lübeck,Germany,53.8590701,10.628615
Rituals Unna,Bahnhofstraße 6,Unna,Germany,51.5352139,7.6903514
Rituals Flensburg,Holm 27,Flensburg,Germany,54.7846488,9.4354023
Rituals München Leopoldstraße,Leopoldstrasse 37,München,Germany,48.1593403,11.5845832
Rituals Wetzlar Forum,Am Forum 1,Wetzlar,Germany,50.5647706,8.505420199267718
Rituals Halle Leipziger Straße,Leipziger Straße 16,Halle,Germany,51.4811638,11.974357
Rituals Braunschweig Hutfiltern,Hutfiltern 4,Braunschweig,Germany,52.262542499999995,10.521007400680933
Rituals Berlin Wilmersdorfer Arcaden,Wilmersdorfer Straße 46,Berlin,Germany,52.5084018,13.3056032
Rituals Hanau,Langstrasse 47,Hanau,Germany,50.133723,8.916295
Rituals Siegburg,Kaiserstraße 15,Siegburg,Germany,50.801305,7.2058551
Rituals Bad Oeynhausen Werre Park,Mindener Straße 22,Bad Oeynhausen,Germany,52.213427550000006,8.811295360689593
Rituals Iserlohn,Wermingser Straße 12,Iserlohn,Germany,51.3742066,7.6989385
Rituals Bocholt Neutor,Neutorplatz 2-4,Bocholt,Germany,51.8354234,6.6156027
Rituals Neubrandenburg Marien-Carreé,Treptower Straße 1,Neubrandenburg,Germany,53.55678935,13.260206005484072
Rituals Schwerin Schlosspark-Center,Am Marienplatz 5,Schwerin,Germany,53.6282119,11.4106306
Rituals Herne,Bahnhofstraße 31,Herne,Germany,51.5392895,7.2232612
Rituals Chemnitz Center,Ringstrasse 17,Chemnitz,Germany,50.8654185,12.8669274
Rituals Leipzig Paunsdorf,Paunsdorfer Allee 1,Leipzig,Germany,51.3506118,12.4766609
Rituals Lippstadt,Lange Straße 53,Lippstadt,Germany,51.67343325,8.347463039179223
Rituals Hilden,Mittelstraße 29-33,Hilden,Germany,51.1687144,6.937559459463138
Rituals Hamburg AEZ,Heegbarg 31,Hamburg,Germany,53.6537776,10.0910385
Rituals Oldenburg,Achternstraße 8,Oldenburg,Germany,53.1413189,8.214274
Rituals Bad Homburg,Louisenstraße 63,Bad Homburg,Germany,50.2268052,8.6163921
Rituals Bochum Kortumstrasse,Kortumstraße 68,Bochum,Germany,51.4802649,7.2173046
Rituals Hamburg Sachsentor,Sachsentor 36,Hamburg,Germany,53.4873964,10.2137544
Rituals Ulm,Münsterplatz 45,Ulm,Germany,48.3978055,9.9905768
Rituals Potsdam Stern Center,Stern Center 1-10,Potsdam-Drewitz,Germany,52.3712548,13.135733
Rituals Leer,Mühlenstraße 112,Leer,Germany,53.2312274,7.4609311
Rituals Augsburg,Bürgermeister Fischer Straße 11,Augsburg,Germany,48.36625,10.8950049
Rituals Speyer,Maximilianstraße 49,Speyer,Germany,49.3173528,8.4330217
Rituals Kassel DEZ,Frankfurter Strasse 225,Kassel,Germany,51.288007,9.4737237
Rituals Hamburg Spitaler Straße,Spitaler Straße 16,Hamburg,Germany,53.5518006,10.0016297
Rituals Goslar,Fischemäkerstraße 5,Goslar,Germany,51.9074073,10.4282333
Rituals Ravensburg,Marienplatz 51,Ravensburg,Germany,47.78278255,9.613052232051956
Rituals Aachen Aquis Plaza,Adalbertstraße 100,Aachen,Germany,50.77473085,6.093145491143544
Rituals Trier,Fleischstraße 84,Trier,Germany,49.7567835,6.6404749
Rituals Bochum Ruhr-Park,Am Einkaufszentrum 1,Bochum,Germany,51.4943736,7.2806389
Rituals Baden-Baden,Lange Straße 11,Baden-Baden,Germany,48.7618156,8.2392068
Rituals Weimar,Wielandstraße 2,Weimar,Germany,50.9803053,11.325810322956057
Rituals Ludwigsburg Marstall,Marstallstraße 1,Ludwigsburg,Germany,48.8995519,9.190309
Rituals Wolfsburg Designer Outlets,An der Vorburg 1,Wolfsburg,Germany,52.429279550000004,10.796129133665016
Rituals Neumünster,Gänsemarkt 1,Neumünster,Germany,54.0741197,9.980336
Rituals Hamburg Mercado,Ottenser Hauptstraße 10,Hamburg,Germany,53.5528087,9.9314936
Rituals Jena Goethe Galerie,Goethestrasse 3b,Jena,Germany,50.9271735,11.5821311
Rituals Heidelberg Hauptstraße,Hauptstraße 25,Heidelberg,Germany,49.4103316,8.6955174
Rituals Berlin Forum Köpenick,Bahnhofstraße 33-38,Berlin,Germany,52.4581952,13.5765989
Rituals München Kaufingerstraße,Kaufingerstraße 5,München,Germany,48.1373917,11.5737449
Rituals Pforzheim Schlössle Galerie, Kiehnlestraße 14-16,Pforzheim,Germany,48.8929993,8.6946964
Rituals Berlin East Side Mall, Tamara-Danz-Straße 11,Berlin,Germany,52.5059147,13.445833480080644
Rituals Memmingen Kramerstrasse,Kramerstrasse 30,Memmingen,Germany,47.983935,10.1821268
Rituals Hamburg Wandsbek Quarree, Quarree 8-10,Hamburg,Germany,53.5725834,10.0665979
Rituals Nürnberg Hauptbahnhof, Bahnhofsplatz 9,Nürnberg,Germany,49.44620305,11.08186540397323
Rituals Berlin Rathaus Center Pankow, Breite Strasse 20,Berlin,Germany,52.5365869,13.2051712
Rituals Görlitz,Berliner Straße 57,Görlitz,Germany,51.1508753,14.9835111
Rituals Freising,Untere Hauptstraße 6,Freising,Germany,48.400797049999994,11.744875720074045
Rituals Wittenberg Arsenal, Markt 16,Wittenberg,Germany,51.8670783,12.6439019
Rituals Erfurt Thüringen-Park, Nordhäuser Straße 73 t,Erfurt,Germany,51.0082816,10.9940757
Rituals Eisenach Karlstrasse,Karlstraße 10,Eisenach,Germany,50.9748325,10.32181361081356
Rituals Bad Kreuznach,Mannheimer Straße 133,Bad Kreuznach,Germany,49.8430761,7.860728
Rituals Coburg,Spitalgasse 9,Coburg,Germany,50.2590409,10.9646752
Rituals Frankfurt Hessen-Center, Borsigallee 26,Frankfurt,Germany,50.1408673,8.7531729
Rituals Bamberg Grüner Markt,Grüner Markt 26,Bamberg,Germany,49.8939222,10.8896264
Rituals Aachen Rethelstraße,Rethelstraße 1,Aachen,Germany,50.77606825,6.084529637970859
Rituals Berlin Boulevard, Schlossstraße 11,Berlin,Germany,52.5161311,13.295840473357666
Rituals Mainz,Am Brand 9,Mainz,Germany,50.0002699,8.2731158
Rituals Freiburg,Kaiser-Joseph-straße 231,Freiburg,Germany,47.9937846,7.8491092
Rituals Hildesheim, Arnekenstraße 18,Hildesheim,Germany,52.1541513,9.9493745
Rituals Magdeburg Allee-Center,Ernst-Reuter-Allee 11,Magdeburg,Germany,52.12998415,11.637537092153197
Rituals Ingolstadt Village, Otto-Hahn-Straße 1,Ingolstadt,Germany,48.78376645,11.478497764853701
Rituals Hamburger Meile, Hamburger Straße 19-47,Hamburg,Germany,53.5737466,10.0329781
Rituals Weiden Stadtgalerie,Weißenburgstraße 5,Weiden,Germany,49.675444,12.1599522
Rituals Saarlouis,Französische Straße 30,Saarlouis,Germany,49.31405855,6.752325559518176
Rituals Landshut,Theaterstraße 59-60,Landshut,Germany,48.5349268,12.1502497
Rituals Dortmund Thier Galerie, Westenhellweg 102-106,Dortmund,Germany,51.51303485,7.459855768622315
Rituals Heilbronn Stadtgalerie, Deutschhofstraße 19,Heilbronn,Germany,49.1404747,9.2161739
Rituals Leverkusen, Friedrich-Ebert-Platz 2,Leverkusen,Germany,51.032500549999995,6.98867270681035
Rituals Essen Limbecker Platz, Limbecker Platz 1,Essen,Germany,51.458287299999995,7.005871999161786
Rituals Nürnberg Karolinenstraße,Karolinenstraße 27,Nürnberg,Germany,49.4509066,11.0756206
Rituals Passau, Bahnhofstraße 1,Passau,Germany,48.5736654,13.4551956
Rituals Sulzbach MTZ,Main-Taunus-Zentrum 1,Sulzbach (Taunus),Germany,50.117195949999996,8.528576651601284
Rituals Neu Isenburg, Hermesstraße 4,Neu-Isenburg,Germany,50.0499616,8.6994738
Rituals Frankfurt Kaiserstraße,Kaiserstraße 12,Frankfurt,Germany,50.111134,8.67565834385159
Rituals Aschaffenburg City Galerie,Goldbacher Straße 2,Aschaffenburg,Germany,49.9773527,9.1506876
Rituals Düsseldorf Arcaden,Friedrichstraße 133,Düsseldorf,Germany,51.20838985,6.774380736831553
Rituals Dortmund Westenhellweg,Westenhellweg 22,Dortmund,Germany,51.51415185,7.4652283757269275
Rituals Fürth Neue Mitte,Rudolf Breitscheid Straße 7,Fürth,Germany,49.4738607,10.9899084
Attica City Link,Amerikis Str. 4,Athens,Greece,37.9780935,23.7348738
Sephora Psichiko 727,Kifisias 210,Athens,Greece,38.013310130769234,23.783596784615384
Sephora Ermou 720,Ermou 24,Athens,Greece,37.9761593,23.731438482063353
Sephora Glyfada 721,Ioannou Metaxa 33 - 35,Athens,Greece,38.0606256,23.7079079
Sephora Monastiraki 2749,Ermou 66,Athens,Greece,37.9760861,23.7310217
Sephora Peristeri 778,Ethnikis Antistaseos 12,Athens,Greece,38.012613,23.6937023
Sephora Kifissia 770,Levidou 8,Athens,Greece,38.0808915,23.8195852
Sephora Kerkira 798,ALEXANDRAS AV. 27,Kerkyra,Greece,39.6208876,19.9189372
Sephora Larissa 810,Kouma 18,Larisa,Greece,39.6377373,22.4191472
Sephora Patra 1635,Maizonos 72,Patra,Greece,38.2498663,21.7391619
Sephora Rodos 730,Amerikis 4 - 6,Rodos,Greece,36.4091157,28.1159254
Sephora Tsimiski 725,Tsimiski 62,Thessaloniki,Greece,40.6315276,22.944593788807527
Sephora Volos 734,Ermou 131 & El.Venizelou,Volos,Greece,39.361876,22.946338
Douglas Budapest Etele Plaza VST 025,Etele ut 68,Budapest,Hungary,47.464369,19.024108
Douglas Westend 003,Váci út 1-3,Budapest,Hungary,47.5140252,19.0592237
Douglas Váci 004,Váci utca 11/A,Budapest,Hungary,47.4948817,19.0518861
Douglas Árkád 002,Örs Vezér Tere 25,Budapest,Hungary,47.50269,19.1393003
Douglas Budapest Bécsi VST 027,Bécsi út 154,Budapest,Hungary,47.546394,19.0282835
Douglas Koki VST 029,Vak Bottyán u. 75/A-C,Budapest,Hungary,47.4625308,19.1486549
Marionnaud Westend 028,Váci út 1-3,Budapest,Hungary,47.5140252,19.0592237
Marionnaud Árkád 020,Örs vezér tere 25,Budapest,Hungary,47.50269,19.1393003
Marionnaud Campona 004,37-45 Nagytétényi út,Budapest,Hungary,47.4194605,19.0416772
Douglas Pólus Center 010,Szentmihályi út 131,Budapest,Hungary,47.5531413,19.1434579
Marionnaud Pólus 027,Szentmihályi út 131,Budapest,Hungary,47.5531413,19.1434579
Douglas Campona 012,Nagytétényi út 37-43,Budapest,Hungary,47.4059785,19.0146873
Douglas Aréna 013,Kerepesi út 9,Budapest,Hungary,47.498495399999996,19.09186274759765
Marionnaud Rózsakert 022,Gábor Áron utca 74-78/A,Budapest,Hungary,47.5225159,19.0146477
Douglas Mom Park 018,Alkotás u. 53.,Budapest,Hungary,47.4907168,19.023150085813544
Douglas Allee 019,Október huszonharmadika u. 8-10.,Budapest,Hungary,47.4751063,19.04857995840708
Douglas Békéscsaba 016,Andrássy út 37-43.,Békéscsaba,Hungary,46.67685,21.09008
Douglas Debrecen 017,Csapó utca 30.,Debrecen,Hungary,47.5330672,21.6288719
Douglas Dunakeszi VST 023,Nádas utca 6,Dunakeszi,Hungary,47.6068534,19.11605
Marionnaud Dunakeszi 029,Nádas Street 6,Dunakeszi,Hungary,47.6101134,19.1157502
Douglas Eger 014,Törvényház u. 4.,Eger,Hungary,47.9008023,20.3676959
Douglas Kecskemét 008,Korona utca 2.,Kecskemét,Hungary,46.907567900000004,19.688708524949746
Douglas Pécs 006,Bajcsy-Zsilinszky u.11,Pécs,Hungary,46.07195,18.23179
Douglas szeged Árkád 020, Londoni körút 3.,Szeged,Hungary,46.254954,20.1371214
Douglas Szeged 005,Kölcsey utca 5.,Szeged,Hungary,46.2512043,20.1472476
Douglas Szombathely VST 028,Körmendi út 52-54,Szombathely,Hungary,47.22193540000001,16.61671745102612
Douglas Székesfehérvár VST 024,Alba Plaza Palotai út 1,Székesfehérvár,Hungary,47.19062975,18.406494265936995
Douglas Veszprém VST 021, Budapest út 20-28.,Veszprém,Hungary,47.0959533,17.9185041
Rituals Cork, Mahon Point Shopping Centre,Cork,Ireland,51.8861145,-8.395845670050166
Rituals Liffey Valley, Fonthill Road,Clondalkin,Ireland,53.3292268,-6.4063335
Rituals Limerick, Garryowen Mall,Limerick,Ireland,52.6397956,-8.6449527
Rituals Pavilions Swords, Swords Demesne,Dublin,Ireland,53.456948249999996,-6.215354304562817
Rituals Galway,48 William Street,Galway,Ireland,53.2735629,-9.0515102
Rituals Wexford,7 south main street,Wexford,Ireland,52.337531,-6.461218
Rituals Kildare Village,Kildare Village Unit 60,Co. Kildare,Ireland,53.15449625,-6.917438387781136
Rituals Blanchardstown, The Blanchardstown Centre,Blanchardstown,Ireland,53.3907258,-6.39116
Rituals Dundrum, 16 Sandyford Rd,Dundrum,Ireland,53.2856755,-6.2383026
Rituals Grafton Street,81 Grafton street,Dublin,Ireland,53.3418493,-6.2602604545294955
Rituals Kilkenny,Unit 1-3,Kilkenny,Ireland,52.6506255,-7.2514438
Rituals Dundalk,Unit 18,Dundalk,Ireland,54.0046033,-6.4008879
Rituals Athlone,Unit 24,Athlone,Ireland,53.4228434,-7.9425897
Rituals Tallaght,Unit 237,Dublin,Ireland,53.2951053,-6.4740518
Rituals Rozzano Fiordaliso,Via Eugenio Curiel  25,Rozzano (MI),Italy,45.3923116,9.1751077
Rituals Milano Portello,Via Grosotto 7,Milano MI,Italy,45.4903838,9.1463911
Rituals Campi Bisenzio I Gigli,Via San Quirico 165,Campi Bisenzio,Italy,43.846660799999995,11.14344409005161
Rituals Chieti Megalò,via Tirino s.n.c.,Santa Filomena,Italy,37.6151434,13.4349773
Rituals Oriocenter Bergamo,Via Portico 71,Orio al Serio BG,Italy,45.6642625,9.6932055
Rituals Brescia Elnos,Via Luigi Einaudi 5,Brescia- Roncadelle,Italy,45.5330059,10.1628373
Rituals Fidenza Village,Fidenza Village,Fidenza,Italy,44.8838292,10.091114821107903
Rituals Venice Airport,Viale Galileo Galilei 30,Venice,Italy,45.5052345,12.3327116
Rituals Milano Centrale,Piazza Duca d'Aosta 1,Milano,Italy,45.4858518,9.2050161
Rituals Lonato Il Leone,Via Mantova 36,Lonato (BS),Italy,45.4316149,10.514012851604507
Douglas Jelgava Vivo,Vivo,Jelgava,Latvia,56.6475083,23.72643408831266
Douglas Lielupe VST127,Viestura iela 22,Jurmala,Latvia,56.974885,23.8584485
Douglas Ogre, Mednieku iela 23,Ogre,Latvia,56.8252373,24.60329
Douglas Saharova, Saharova iela 20a,Riga,Latvia,56.941604,24.2062842
Douglas Akropole, Maskavas iela 257,Riga,Latvia,56.92235015,24.17774125225845
Douglas Mols VST151,Krasta iela 46,Riga,Latvia,56.9351825,24.1443176
Douglas Damme VST 134,Kurzemes prospekts 1A,Riga,Latvia,56.9538741,24.0379165
Douglas Origo, Stacijas laukums 2,Riga,Latvia,56.946820349999996,24.119723220857512
Douglas Spice Select, Lielirbes iela 29,Riga,Latvia,56.9307024,24.0381661
Douglas Spice, Lielirbes iela 29,Riga,Latvia,56.9307024,24.0381661
Douglas Galleria Riga VST 14000,Dzirnavu iela 67,Riga,Latvia,56.9545369,24.1209359
Douglas Ventspils,Tobago,Ventspils,Latvia,57.38761735,21.580010438180906
Douglas Alytus 257,Santaikos g.34g,Alytus,Lithuania,54.3874543,24.0273453
Douglas Jonava 234,Plento g. 3 D,Jonava,Lithuania,55.0621978,24.2738397
Douglas Mega 255,Islandijos pl. 32,Kaunas,Lithuania,54.93968315,23.892660517758923
Douglas Ozas 248,Ozo g. 18,Vilnius,Lithuania,54.7140547,25.2729213
Douglas Akropolis 207,Ozo g.25,Vilnius,Lithuania,54.71051385,25.26313652418364
Douglas Online 251,L.Zamenhofo g. 3,Vilnius,Lithuania,54.7398308,25.2350849
